Unnamed: 0,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_min,popularity,is_hit
69258,0.759,0.614,10,-8.259,1,0.0958,0.222,3.55e-06,0.0451,0.708,147.941,4,3.2282,33,0
72061,0.615,0.858,0,-3.3,1,0.0396,0.00393,0.0,0.0789,0.323,97.038,4,3.78775,61,0
46359,0.426,0.905,0,-4.942,1,0.101,0.196,0.00556,0.116,0.169,163.827,4,3.6595,20,0
85591,0.703,0.892,0,-3.06,1,0.0335,0.27,0.0,0.284,0.833,140.09,4,3.350966666666667,38,0
35706,0.767,0.733,1,-5.102,0,0.0432,0.186,2.34e-06,0.0638,0.933,160.1,4,2.06595,39,0
66275,0.91,0.29,2,-17.073,1,0.319,0.179,1.21e-05,0.106,0.228,100.022,4,2.0,14,0
82607,0.399,0.586,9,-13.792,1,0.0333,0.00433,0.0837,0.112,0.469,121.222,4,7.6226666666666665,24,0
112194,0.76,0.86,8,-4.022,0,0.309,0.137,0.000186,0.204,0.872,89.989,4,2.7652666666666668,44,0
109752,0.787,0.375,1,-11.238,1,0.0801,0.145,0.77,0.132,0.182,120.989,4,6.9756833333333335,41,0
104453,0.622,0.818,9,-6.784,1,0.0327,0.0831,0.0,0.31,0.849,138.495,4,3.47,69,0
550,0.675,0.243,0,-13.392,1,0.0413,0.797,0.0,0.214,0.707,142.87,4,3.1818166666666667,55,0
4596,0.183,0.123,0,-21.108,1,0.051,0.694,0.937,0.373,0.0448,81.342,4,1.2941166666666666,27,0
33392,0.419,0.899,11,-3.405,1,0.0499,0.00403,0.0,0.114,0.465,149.009,4,4.3406666666666665,41,0
41603,0.425,0.876,0,-5.107,0,0.0446,7.31e-05,0.0117,0.335,0.63,160.005,4,3.3466666666666667,52,0
11352,0.522,0.9,0,-2.631,0,0.0719,6.98e-05,0.0,0.3,0.579,160.01,4,3.1844333333333332,58,0
17125,0.574,0.902,1,-4.046,1,0.0716,0.000844,0.8,0.35,0.174,200.06,4,3.1998,47,0
60797,0.467,0.854,6,-7.102,1,0.332,0.153,0.0,0.387,0.631,102.732,4,2.7773333333333334,19,0
703,0.639,0.439,0,-7.157,1,0.0489,0.872,0.0,0.0918,0.51,133.87,4,2.92,52,0
22497,0.439,0.989,1,-4.51,0,0.182,0.000335,0.006,0.347,0.0899,133.971,4,2.5608833333333334,23,0
112517,0.522,0.682,2,-13.547,1,0.0596,0.0875,0.000474,0.0687,0.51,110.918,4,5.636666666666667,40,0
82543,0.605,0.65,0,-9.019,1,0.0276,0.0612,0.0183,0.357,0.677,120.129,4,3.0246666666666666,24,0
13087,0.825,0.46,5,-8.577,0,0.105,0.0373,0.39,0.588,0.519,124.006,4,4.248883333333334,16,0
106933,0.715,0.648,9,-10.452,1,0.0504,0.733,0.0,0.23,0.938,181.648,4,2.7891,36,0
26965,0.503,0.225,1,-16.996,1,0.0452,0.978,0.924,0.114,0.334,103.367,4,4.238916666666666,52,0
59014,0.151,0.236,7,-23.81,1,0.065,0.889,0.906,0.0749,0.0653,73.308,3,5.925,11,0
10957,0.331,0.937,7,-5.829,1,0.0723,0.00567,0.0271,0.107,0.657,163.978,4,4.506666666666667,40,0
82503,0.555,0.865,11,-6.39,0,0.0305,0.000791,0.0139,0.0492,0.842,124.924,4,3.1748333333333334,23,0
112651,0.816,0.696,8,-6.75,0,0.153,0.201,0.000643,0.13,0.81,100.004,4,2.9378,69,0
35137,0.557,0.719,7,-5.102,1,0.0451,0.288,1.2e-06,0.23,0.387,80.0,4,4.337766666666667,45,0
25260,0.31,0.464,7,-8.755,1,0.0275,0.156,8.94e-06,0.132,0.431,144.775,4,3.1384333333333334,67,0
10590,0.783,0.684,1,-7.919,1,0.0626,0.000446,0.452,0.0809,0.405,89.983,4,5.122216666666667,13,0
111279,0.552,0.554,6,-8.703,1,0.027,0.0338,0.594,0.127,0.451,101.319,4,5.29,50,0
11973,0.438,0.432,4,-7.931,0,0.0318,0.505,0.00521,0.144,0.0904,127.104,4,3.7831,48,0
22462,0.35,0.973,11,-5.87,0,0.0716,0.0229,0.905,0.35,0.0782,90.051,4,2.9966666666666666,24,0
37861,0.765,0.666,0,-9.415,0,0.0902,0.575,0.0129,0.136,0.23,130.024,4,4.010666666666666,44,0
10005,0.745,0.714,7,-3.681,1,0.0751,0.0141,0.0222,0.363,0.365,104.003,4,6.56355,64,0
31966,0.586,0.499,2,-7.005,1,0.0267,0.0418,0.0,0.0994,0.369,95.012,4,3.2748833333333334,58,0
111302,0.668,0.52,9,-11.098,1,0.0444,0.698,0.0165,0.13,0.556,153.963,4,4.286,53,0
85798,0.482,0.929,0,-5.595,1,0.0468,0.00105,0.0,0.0729,0.317,97.543,4,3.418,36,0
73682,0.603,0.726,0,-5.813,1,0.0346,0.202,0.0,0.0812,0.934,127.546,4,3.0888833333333334,19,0
73962,0.638,0.974,7,-6.194,1,0.0637,0.00024,0.816,0.118,0.0379,131.006,4,6.9619,35,0
103936,0.63,0.44,2,-7.186,1,0.0249,0.822,3.87e-06,0.0926,0.343,98.082,4,4.728433333333333,68,0
30936,0.687,0.915,0,-1.342,1,0.0411,0.021,6.42e-06,0.151,0.272,89.962,4,2.75555,62,0
49229,0.669,0.836,0,-4.742,0,0.135,0.119,0.0,0.0794,0.733,160.025,4,2.9377333333333335,26,0
98280,0.419,0.3,11,-9.615,1,0.0288,0.795,6.49e-05,0.107,0.204,128.275,3,4.303766666666666,27,0
14394,0.582,0.256,0,-9.549,1,0.0354,0.78,0.0,0.135,0.473,108.539,4,2.4166666666666665,35,0
34181,0.478,0.846,2,-4.799,1,0.146,0.367,0.0,0.0803,0.758,149.708,3,5.136966666666667,44,0
55833,0.69,0.859,6,-8.841,1,0.0881,0.0984,0.14,0.111,0.507,128.007,4,3.28905,45,0
105225,0.706,0.316,3,-17.106,1,0.0715,0.453,0.767,0.122,0.122,132.981,4,1.7894833333333333,41,0
4527,0.385,0.437,1,-17.853,0,0.0422,0.137,0.889,0.132,0.224,169.933,4,7.208433333333334,54,0
111737,0.61,0.213,11,-10.277,0,0.0293,0.917,0.000768,0.694,0.116,108.563,4,4.3951,18,0
15600,0.649,0.804,4,-4.219,0,0.0605,0.01,5.11e-06,0.0823,0.602,77.454,4,2.7709333333333332,58,0
41198,0.603,0.876,9,-4.846,1,0.0358,0.288,9.13e-06,0.332,0.963,141.944,4,2.006883333333333,29,0
34175,0.494,0.538,11,-10.666,1,0.0553,0.481,3.25e-06,0.17,0.56,135.607,4,6.480666666666667,43,0
5395,0.863,0.611,7,-9.613,1,0.158,0.00347,0.000159,0.0865,0.0518,104.959,4,3.3904666666666667,59,0
45833,0.833,0.199,0,-13.781,1,0.0518,0.941,0.907,0.114,0.831,110.689,4,2.812,51,0
110640,0.804,0.962,7,-8.818,1,0.0522,7.48e-05,0.864,0.0467,0.576,120.998,4,8.214983333333333,53,0
113774,0.226,0.275,7,-13.02,0,0.0302,0.74,9.42e-05,0.344,0.151,142.075,4,5.17155,39,0
97569,0.374,0.564,7,-6.394,1,0.0415,0.737,0.0,0.915,0.465,208.701,4,3.2328833333333336,46,0
93108,0.622,0.412,8,-13.157,1,0.0589,0.449,5.4e-05,0.0789,0.719,118.63,4,3.1512333333333333,31,0
74916,0.691,0.475,0,-7.743,1,0.0801,0.596,1.16e-06,0.145,0.791,79.041,4,2.4781,39,0
105470,0.615,0.436,6,-8.156,1,0.391,0.383,0.896,0.143,0.778,164.385,4,2.439016666666667,30,0
35305,0.759,0.882,7,-6.331,1,0.0503,0.559,1.35e-06,0.0589,0.966,172.065,4,2.4542,43,0
32614,0.653,0.949,3,-4.79,0,0.147,0.0913,0.000285,0.102,0.901,170.034,4,7.152933333333333,27,0
52824,0.415,0.512,9,-9.637,1,0.0289,0.225,0.000514,0.0902,0.336,91.718,4,3.6922166666666665,10,0
13000,0.751,0.727,10,-9.789,0,0.0304,0.0442,0.0338,0.1,0.28,119.982,4,4.266666666666667,76,1
16503,0.333,0.417,8,-8.64,1,0.0313,0.958,0.939,0.106,0.141,75.472,4,6.15,31,0
1404,0.615,0.704,11,-7.582,0,0.0922,0.331,0.0,0.156,0.489,100.019,4,4.3276666666666666,20,0
81932,0.468,0.903,7,-3.155,1,0.122,0.178,0.0,0.0918,0.523,152.383,3,3.9404666666666666,63,0
17050,0.628,0.498,6,-12.803,1,0.0522,0.241,0.027,0.0579,0.138,99.978,4,3.92,43,0
42984,0.315,0.944,7,-6.03,1,0.0666,3.05e-05,0.000278,0.277,0.363,82.26,4,2.31735,13,0
44800,0.448,0.933,7,-4.082,0,0.0421,0.000417,0.000454,0.219,0.505,75.991,4,3.6397666666666666,47,0
22723,0.375,0.888,0,-5.946,1,0.0447,0.000239,0.00708,0.0942,0.191,66.751,4,6.708216666666667,49,0
30917,0.678,0.735,8,-4.725,1,0.0488,0.0265,2.19e-05,0.235,0.386,100.002,4,3.4109,51,0
6956,0.35,0.953,5,-7.106,0,0.0609,1.32e-05,0.185,0.346,0.314,158.012,4,5.562216666666667,16,0
49683,0.621,0.966,5,-1.512,0,0.0763,0.00392,0.000186,0.515,0.113,149.988,4,2.7188166666666667,21,0
54,0.576,0.331,6,-9.389,0,0.0306,0.894,3.44e-05,0.129,0.407,149.02,4,2.85905,52,0
96627,0.422,0.903,11,-3.443,1,0.0413,0.302,0.0,0.754,0.649,84.193,4,4.2431,37,0
90162,0.329,0.429,0,-14.43,0,0.035,0.47,0.0,0.0965,0.652,177.062,4,2.7022166666666667,40,0
26321,0.0791,0.338,7,-12.785,1,0.0359,0.873,0.702,0.397,0.0919,81.648,4,1.4348833333333333,26,0
26334,0.432,0.423,0,-7.682,1,0.036,0.658,0.0,0.0617,0.57,73.859,4,2.50555,25,0
26301,0.701,0.442,3,-8.577,1,0.0274,0.808,1.68e-06,0.294,0.45,115.678,4,2.07755,46,0
25161,0.726,0.449,0,-9.206,1,0.0286,0.487,1.34e-06,0.0824,0.294,130.388,4,4.022216666666667,76,1
463,0.706,0.248,11,-12.724,1,0.0386,0.879,0.0,0.101,0.401,125.515,4,2.3547666666666665,53,0
68850,0.886,0.672,1,-4.394,1,0.188,0.0363,8.78e-06,0.101,0.526,91.976,4,3.2004,79,1
55561,0.832,0.822,7,-10.496,1,0.0565,0.506,1.6e-06,0.214,0.927,100.004,4,5.2371,47,0
21725,0.704,0.604,0,-5.78,1,0.165,0.0379,0.0,0.0488,0.522,148.017,4,3.887766666666667,29,0
75982,0.309,0.0504,0,-19.746,1,0.0897,0.993,0.964,0.108,0.164,79.55,1,2.9457666666666666,19,0
17805,0.786,0.461,7,-6.281,1,0.0841,0.0597,0.941,0.138,0.252,142.04,4,4.816966666666667,16,0
105700,0.585,0.462,3,-7.178,0,0.199,0.345,0.916,0.111,0.586,180.008,4,2.851166666666667,28,0
17269,0.502,0.825,1,-7.609,1,0.0367,0.0121,0.689,0.12,0.198,177.996,4,3.075083333333333,49,0
96622,0.6,0.551,7,-9.82,1,0.0409,0.396,0.0252,0.104,0.764,93.873,4,3.4742166666666665,38,0
32269,0.587,0.7,8,-5.857,0,0.0366,0.0107,0.0,0.0683,0.496,129.992,4,3.566133333333333,56,0
37888,0.673,0.564,11,-5.802,1,0.442,0.25,0.000574,0.0785,0.572,128.325,4,2.83075,42,0
54113,0.441,0.208,2,-27.503,1,0.0369,0.922,0.908,0.103,0.0372,100.032,4,2.096,16,0
61780,0.467,0.931,2,-4.202,1,0.0634,0.0124,0.223,0.284,0.734,150.897,4,2.8817666666666666,19,0
79970,0.461,0.0256,5,-26.405,1,0.052,0.996,0.944,0.109,0.474,130.615,4,2.468566666666667,50,0
56175,0.445,0.455,7,-6.405,1,0.0575,0.731,1.47e-06,0.124,0.151,109.885,5,2.7923,73,1
113826,0.598,0.715,11,-6.036,1,0.0449,0.0111,0.0,0.233,0.319,95.028,4,3.3886666666666665,44,0
94435,0.781,0.657,8,-6.91,1,0.0867,0.0201,0.000369,0.132,0.622,99.959,4,1.5224333333333333,53,0
112952,0.771,0.714,2,-5.396,1,0.113,0.0254,0.0248,0.165,0.34,114.025,4,2.3187333333333333,50,0
90806,0.68,0.675,2,-7.998,1,0.191,0.772,0.0,0.069,0.805,84.967,4,2.0477666666666665,57,0
82864,0.47,0.979,11,-2.848,1,0.0834,0.00369,2.08e-06,0.187,0.732,173.968,4,3.1246666666666667,21,0
80094,0.638,0.631,4,-6.993,0,0.0353,0.624,0.0144,0.074,0.46,119.973,4,5.545183333333333,68,0
80612,0.569,0.45,7,-9.732,1,0.03,0.671,0.000334,0.0907,0.423,143.847,4,5.891666666666667,59,0
65875,0.817,0.797,1,-4.395,0,0.0839,0.00533,7.77e-06,0.0551,0.361,119.978,4,4.9077166666666665,66,0
101308,0.198,0.00582,7,-37.049,1,0.0466,0.99,0.914,0.17,0.0369,73.79,4,3.9125,68,0
32592,0.694,0.786,5,-7.173,0,0.0392,0.00168,0.000899,0.0929,0.465,119.929,4,4.1091,36,0
4224,0.107,0.0214,0,-33.248,0,0.0473,0.963,0.877,0.107,0.064,151.531,3,2.860133333333333,61,0
95201,0.445,0.221,9,-12.534,0,0.0446,0.879,0.00133,0.148,0.352,174.152,4,2.8871,37,0
111232,0.74,0.708,1,-10.382,1,0.0554,0.0213,0.913,0.127,0.0716,125.021,4,5.197766666666666,48,0
15938,0.962,0.265,11,-11.224,0,0.0796,0.525,0.00884,0.106,0.32,120.017,4,2.6666666666666665,41,0
56590,0.576,0.759,3,-8.165,1,0.0599,0.12,0.0,0.121,0.501,99.969,4,2.99925,78,1
44163,0.402,0.723,6,-5.26,1,0.0579,0.0663,2e-06,0.233,0.224,160.047,4,5.449716666666666,66,0
8566,0.56,0.241,4,-15.385,0,0.0314,0.593,0.195,0.122,0.341,79.537,4,4.89555,57,0
32268,0.645,0.572,0,-8.167,1,0.0298,0.716,0.0527,0.0922,0.121,121.994,4,4.84015,56,0
813,0.49,0.456,8,-9.767,1,0.0447,0.0156,0.0,0.0825,0.405,154.805,4,3.7066666666666666,41,0
113871,0.373,0.225,0,-10.295,1,0.0279,0.148,0.00026,0.111,0.0857,96.014,3,3.3566833333333332,43,0
5138,0.512,0.738,6,-9.004,0,0.0356,0.576,0.0418,0.238,0.791,159.95,4,4.197016666666666,52,0
38704,0.522,0.753,6,-9.301,1,0.0359,0.654,0.957,0.27,0.526,117.128,4,3.3665333333333334,53,0
80216,0.458,0.339,5,-14.309,1,0.0333,0.775,2.04e-05,0.0799,0.529,151.986,4,4.8566666666666665,64,0
55536,0.613,0.361,11,-12.354,1,0.0271,0.624,0.0,0.0999,0.22,105.078,4,4.4199166666666665,49,0
111520,0.607,0.514,1,-11.432,1,0.0276,0.00417,0.00606,0.138,0.366,95.729,4,3.8197666666666668,19,0
95637,0.682,0.907,9,-3.436,0,0.0575,0.65,1.51e-06,0.0851,0.965,170.051,4,5.249733333333333,30,0
92839,0.608,0.866,2,-6.26,1,0.0639,0.47,0.0,0.297,0.959,97.016,4,2.0913333333333335,24,0
9171,0.852,0.621,5,-3.843,0,0.0483,0.126,1.43e-05,0.038,0.896,115.374,4,2.9043666666666668,49,0
78579,0.744,0.841,1,-4.093,1,0.0855,0.598,0.0,0.336,0.441,127.987,4,3.71555,29,0
26659,0.172,0.0563,7,-27.965,1,0.0361,0.953,0.952,0.0706,0.0339,74.611,4,2.458666666666667,52,0
112224,0.878,0.711,9,-6.602,0,0.205,0.223,0.0,0.158,0.461,114.95,4,3.73695,43,0
44874,0.335,0.861,9,-5.56,1,0.129,0.0139,0.0,0.0471,0.322,128.067,4,4.470433333333333,26,0
52589,0.631,0.191,2,-12.811,1,0.0332,0.768,5.66e-05,0.107,0.453,91.504,3,2.4433333333333334,13,0
111116,0.815,0.681,10,-5.785,0,0.0854,0.0675,0.012,0.117,0.803,90.008,4,6.491666666666666,54,0
9176,0.56,0.783,7,-5.695,1,0.0249,0.136,1.18e-05,0.329,0.734,94.008,4,3.3911,50,0
10585,0.399,0.898,1,-7.951,1,0.309,0.00111,0.748,0.608,0.808,96.044,4,6.630433333333333,13,0
79931,0.372,0.187,0,-13.497,0,0.0323,0.942,0.139,0.161,0.217,70.334,4,5.328883333333334,59,0
63722,0.509,0.396,2,-13.505,0,0.0296,0.738,7.9e-05,0.121,0.486,78.046,4,2.5131,52,0
90192,0.593,0.619,9,-6.176,1,0.0497,0.818,0.0,0.185,0.72,134.614,4,2.3653333333333335,39,0
38292,0.295,0.79,11,-5.696,0,0.0394,0.0493,2.28e-06,0.182,0.562,110.491,3,2.27155,31,0
32785,0.561,0.33,5,-13.51,1,0.0268,0.76,0.134,0.106,0.378,79.01,4,4.525333333333333,64,0
48555,0.567,0.988,1,-2.879,1,0.187,0.0232,0.0351,0.149,0.0634,100.025,4,3.8825,64,0
26413,0.418,0.783,10,-4.71,0,0.12,0.263,0.0,0.0796,0.366,99.28,4,3.4944333333333333,22,0
27118,0.698,0.831,2,-4.935,1,0.0538,0.00206,0.819,0.105,0.453,174.012,4,4.5797,23,0
27695,0.452,0.941,2,-2.859,1,0.0532,0.00134,0.464,0.599,0.186,174.985,4,3.6114166666666665,17,0
106858,0.592,0.726,5,-7.112,0,0.383,0.0714,0.0,0.282,0.504,79.484,4,3.19145,35,0
80170,0.63,0.63,4,-7.525,1,0.0364,0.295,1.26e-05,0.0934,0.517,107.103,4,6.382883333333333,66,0
11819,0.738,0.792,1,-7.873,1,0.0378,0.309,0.39,0.0679,0.968,99.817,4,3.624433333333333,62,0
32352,0.485,0.486,2,-6.95,1,0.0309,0.365,0.0125,0.14,0.688,90.117,4,2.88995,31,0
27402,0.658,0.856,6,-4.062,0,0.0495,0.031,0.0,0.05,0.413,124.039,4,3.580633333333333,46,0
54219,0.339,0.79,6,-14.886,0,0.0696,0.189,0.828,0.221,0.683,120.468,4,4.1205,12,0
18260,0.446,0.983,4,-8.439,1,0.868,0.613,0.0,0.608,0.0379,111.012,3,3.38205,24,0
52930,0.67,0.231,7,-11.151,1,0.0294,0.927,2.41e-06,0.202,0.314,110.773,4,1.6088833333333334,10,0
6452,0.466,0.858,11,-6.472,1,0.0335,0.0033,0.728,0.108,0.144,134.022,4,6.5004333333333335,36,0
28305,0.558,0.608,8,-5.772,1,0.049,0.345,0.0,0.0853,0.371,130.941,4,4.17785,45,0
33655,0.492,0.217,2,-20.032,1,0.132,0.865,2.73e-06,0.14,0.159,138.809,3,2.0533333333333332,63,0
42816,0.291,0.963,8,-7.258,1,0.133,0.000122,0.701,0.172,0.308,102.351,4,3.8617666666666666,12,0
96955,0.689,0.279,7,-11.785,1,0.0469,0.918,0.000952,0.166,0.248,102.027,4,4.1358,36,0
47810,0.427,0.459,9,-12.442,0,0.0332,0.116,0.000103,0.132,0.383,129.878,4,4.890666666666666,68,0
100572,0.747,0.517,9,-15.464,1,0.0425,0.553,0.000722,0.0864,0.933,113.879,4,4.26355,36,0
70089,0.49,0.538,0,-8.888,1,0.0291,0.145,3.65e-05,0.102,0.107,137.968,4,4.416883333333334,55,0
48105,0.59,0.672,1,-11.792,1,0.412,0.125,1.04e-06,0.147,0.688,206.247,4,4.774,71,1
71825,0.348,0.635,4,-6.836,1,0.0386,0.0932,0.0,0.126,0.144,87.974,3,5.104,64,0
12239,0.661,0.352,4,-7.785,1,0.0355,0.872,0.0,0.104,0.265,75.196,3,3.870433333333333,25,0
21961,0.817,0.909,0,-3.729,1,0.216,0.215,0.0,0.732,0.713,92.007,4,3.084233333333333,40,0
109878,0.562,0.97,1,-8.115,1,0.0586,0.00723,0.803,0.187,0.0807,150.018,4,5.416666666666667,24,0
69975,0.709,0.426,7,-8.504,1,0.0296,0.778,0.0,0.229,0.322,119.975,3,4.116883333333333,18,0
47533,0.734,0.819,1,-4.582,1,0.0481,0.0353,7.61e-06,0.0912,0.746,92.105,4,4.8533333333333335,39,0
76801,0.17,0.174,2,-16.938,0,0.0358,0.914,0.0309,0.0635,0.0394,170.163,3,3.34955,52,0
21900,0.829,0.433,5,-11.828,0,0.174,0.143,0.00252,0.13,0.679,130.051,4,3.13845,54,0
65918,0.515,0.797,5,-4.7,0,0.0343,0.55,0.0,0.314,0.692,159.948,4,4.20845,42,0
50073,0.475,0.864,2,-7.319,1,0.0428,5.75e-06,0.00075,0.0861,0.645,109.017,4,3.5931,32,0
22774,0.41,0.994,2,-3.062,1,0.132,0.000164,0.000805,0.313,0.096,139.93,4,4.420216666666667,21,0
69909,0.805,0.815,8,-3.852,1,0.146,0.171,0.0,0.708,0.189,99.953,4,3.0519166666666666,18,0
92889,0.496,0.981,8,-2.664,0,0.0974,0.000237,0.000145,0.0698,0.618,112.058,4,3.0147666666666666,24,0
4208,0.278,0.0217,9,-37.438,0,0.0327,0.98,0.919,0.0926,0.223,104.541,1,1.7181666666666666,54,0
31468,0.514,0.605,7,-5.363,1,0.0337,0.774,2.91e-06,0.121,0.409,120.894,4,3.085366666666667,72,1
33595,0.269,0.933,6,-6.422,1,0.183,0.0665,0.0,0.751,0.153,104.601,1,6.1431,37,0
10630,0.471,0.897,5,-8.263,1,0.0539,0.00238,0.873,0.671,0.133,125.009,4,6.334,12,0
25312,0.668,0.678,9,-10.317,0,0.056,0.00293,0.0,0.265,0.657,120.029,4,4.352883333333334,64,0
92528,0.626,0.913,0,-6.633,1,0.042,0.538,5.85e-06,0.0868,0.896,139.968,4,3.091666666666667,27,0
98725,0.485,0.617,0,-7.796,0,0.0802,0.444,0.0,0.143,0.284,138.393,4,3.4628833333333335,21,0
75081,0.611,0.72,4,-8.359,1,0.0259,0.291,0.0,0.356,0.8,128.594,4,3.636433333333333,69,0
100017,0.8,0.834,9,-4.272,0,0.0425,0.153,0.0,0.172,0.955,130.009,4,4.57755,49,0
85877,0.526,0.867,2,-8.153,1,0.0403,0.00108,1.69e-06,0.0882,0.519,141.289,4,4.264433333333334,35,0
80241,0.448,0.607,9,-4.606,0,0.0611,0.791,0.0,0.0888,0.484,139.509,4,5.739333333333334,64,0
9196,0.398,0.754,7,-7.67,1,0.0541,0.00439,0.0,0.237,0.111,133.991,4,6.497,48,0
17757,0.738,0.965,8,-2.877,0,0.117,0.000539,0.728,0.393,0.284,112.01,4,4.08945,41,0
58950,0.464,0.829,7,-3.93,1,0.0377,0.0107,0.0371,0.61,0.238,130.081,4,4.483766666666667,44,0
99425,0.572,0.279,2,-9.567,1,0.0331,0.762,0.000117,0.104,0.418,150.373,3,2.9816666666666665,41,0
28757,0.511,0.795,6,-3.901,0,0.0509,0.0461,0.0,0.138,0.415,129.855,4,3.5692166666666667,45,0
18496,0.446,0.901,5,-7.054,1,0.769,0.803,0.0,0.933,0.425,84.394,4,1.8536,23,0
45863,0.797,0.0905,0,-16.793,1,0.0433,0.899,0.000292,0.11,0.726,120.115,4,1.3666666666666667,25,0
5501,0.473,0.9,11,-3.073,0,0.0511,0.00209,0.0,0.0948,0.377,186.91,4,4.8970666666666665,53,0
46756,0.426,0.944,7,-5.984,0,0.111,0.156,6.08e-05,0.225,0.161,95.182,3,2.566666666666667,18,0
23583,0.775,0.728,5,-7.103,0,0.173,0.131,0.0,0.111,0.549,126.024,4,2.9563333333333333,42,0
233,0.547,0.313,0,-7.982,1,0.0315,0.612,7.97e-06,0.111,0.261,133.737,4,3.8600833333333333,54,0
18493,0.457,0.677,9,-14.713,0,0.943,0.844,0.0,0.851,0.331,95.039,4,3.6333333333333333,22,0
37052,0.896,0.675,1,-3.908,1,0.124,0.346,8.11e-06,0.262,0.659,131.999,4,3.5664666666666665,69,0
73434,0.841,0.577,0,-6.194,1,0.0568,0.000814,0.651,0.0844,0.757,124.004,4,7.561183333333333,22,0
46216,0.632,0.513,11,-13.643,1,0.0338,0.124,0.867,0.191,0.278,150.112,4,5.4142166666666665,22,0
92873,0.272,0.966,9,-3.576,1,0.0606,1.77e-05,0.121,0.369,0.363,81.911,4,4.149766666666666,25,0
81120,0.524,0.515,11,-7.478,0,0.0427,0.674,0.0,0.104,0.368,169.882,4,3.1941166666666665,71,1
36971,0.598,0.202,11,-11.434,1,0.0338,0.936,0.00233,0.107,0.145,120.163,4,3.02155,31,0
39642,0.682,0.922,4,-4.746,1,0.0449,0.292,0.00101,0.0359,0.983,160.742,4,4.7973333333333334,41,0
101771,0.169,0.682,10,-32.25,0,0.0711,0.0893,0.96,0.418,0.00837,121.989,5,3.00915,34,0
94522,0.777,0.449,0,-7.259,1,0.0684,0.894,6.19e-06,0.0964,0.352,140.005,4,2.5357,43,0
111927,0.636,0.539,0,-14.926,0,0.032,0.178,0.795,0.0515,0.475,140.015,4,4.916666666666667,17,0
98006,0.323,0.405,10,-8.533,0,0.0413,0.849,0.000544,0.138,0.274,145.104,5,3.2474666666666665,73,1
73546,0.759,0.486,10,-8.096,1,0.0329,0.0195,0.975,0.102,0.302,111.012,4,3.5717666666666665,21,0
66102,0.684,0.288,0,-10.626,1,0.0532,0.951,9.13e-06,0.129,0.75,183.806,4,2.4233333333333333,16,0
82715,0.387,0.526,4,-8.277,1,0.027,0.464,0.0128,0.147,0.197,147.984,4,5.130883333333333,22,0
61299,0.518,0.979,10,-1.109,0,0.139,0.0635,4.73e-06,0.286,0.671,164.989,4,4.0677666666666665,24,0
39164,0.286,0.0968,7,-16.806,1,0.0323,0.178,0.696,0.0861,0.0395,62.881,4,4.5926,72,1
46589,0.612,0.814,7,-4.695,1,0.089,0.00112,0.853,0.104,0.228,144.803,4,6.4145,19,0
82317,0.301,0.878,7,-11.579,1,0.0938,0.00481,0.000663,0.117,0.481,137.558,4,5.64,27,0
106746,0.594,0.889,10,-4.853,1,0.0282,0.298,0.0,0.104,0.875,99.997,4,3.9522166666666667,36,0
47891,0.424,0.875,11,-6.162,0,0.261,0.0028,0.0,0.603,0.641,112.727,4,3.0633333333333335,35,0
1522,0.58,0.549,4,-12.382,0,0.0379,0.166,0.000344,0.0907,0.629,144.091,4,4.076,21,0
26782,0.746,0.83,0,-8.609,1,0.0426,0.247,3.18e-05,0.0762,0.661,120.18,4,4.334216666666666,19,0
17069,0.69,0.809,8,-4.931,1,0.0375,0.4,0.285,0.118,0.0481,120.946,4,2.0661,46,0
85722,0.56,0.965,11,-2.341,1,0.0409,0.121,6.23e-06,0.169,0.964,162.825,4,2.4964333333333335,69,0
97099,0.615,0.65,1,-4.677,1,0.0468,0.599,0.0,0.68,0.511,107.436,1,2.9784333333333333,54,0
40792,0.679,0.781,11,-8.847,0,0.06,0.0668,0.0,0.692,0.771,100.013,4,4.26995,38,0
95874,0.638,0.667,7,-9.01,1,0.115,0.779,0.000867,0.0419,0.9,107.023,4,4.2251,27,0
524,0.403,0.29,2,-10.262,1,0.0328,0.757,0.0,0.0972,0.248,139.482,4,4.156433333333333,51,0
52792,0.597,0.558,4,-9.922,1,0.0555,0.656,0.0,0.356,0.779,107.173,4,2.0951,12,0
50799,0.242,0.937,4,-4.437,0,0.063,0.00166,0.564,0.656,0.348,99.211,4,3.4522166666666667,20,0
5390,0.645,0.242,2,-13.986,0,0.0402,0.805,0.894,0.115,0.0744,140.015,4,3.02175,60,0
14670,0.608,0.641,6,-13.432,0,0.0499,0.119,0.0,0.365,0.937,159.766,4,1.0450833333333334,50,0
55271,0.762,0.391,1,-11.735,1,0.0337,0.867,0.000521,0.112,0.355,137.956,3,4.166666666666667,54,0
45354,0.534,0.245,4,-14.9,1,0.0421,0.956,0.889,0.11,0.34,88.664,4,2.0937333333333332,35,0
3851,0.663,0.694,10,-8.627,0,0.171,0.0253,0.0,0.0698,0.525,167.953,4,5.682,76,1
22611,0.295,0.971,10,-5.39,1,0.193,0.0019,0.000158,0.397,0.291,132.417,1,3.6091,23,0
14542,0.569,0.123,0,-10.228,1,0.06,0.789,1.14e-05,0.317,0.31,80.597,4,3.648216666666667,33,0
